,pos,pos
877615,pos,neg
878642,pos,pos
1450232,pos,pos
1450233,pos,pos
610744,pos,pos
666981,pos,neg
666980,pos,pos
666983,pos,pos
666982,pos,neg
666987,pos,pos
1838514,pos,pos
666989,pos,neg
666988,neg,pos
975793,pos,pos
765738,pos,pos
765739,pos,pos
834841,pos,pos
1448362,pos,pos
1770693,pos,pos
1448360,pos,pos
765737,pos,pos
1377670,pos,pos
1690068,pos,pos
1018605,pos,pos
1420068,pos,pos
1845995,pos,neg
1018606,pos,pos
1074207,pos,pos
1690062,pos,neg
807570,pos,pos
1074202,pos,pos
1582979,pos,pos
842498,pos,pos
1415350,pos,pos
1415351,pos,pos
962604,pos,pos
962600,pos,pos
1053028,pos,pos
730846,pos,pos
730841,pos,neg
730843,pos,pos
670518,pos,pos
846326,neg,pos
1654182,neg,pos
670516,pos,pos
1654184,pos,pos
665184,pos,neg
665185,pos,pos
1072583,pos,pos
1515825,pos,neg
1058767,pos,pos
1137859,pos,pos
1301524,pos,pos
1301523,pos,pos
1651601,neg,pos
1301520,pos,pos
1142988,pos,pos
1137856,pos,pos
1301528,pos,pos
1837777,pos,pos
1396409,pos,pos
1463053,pos,pos
1782067,pos,pos
879511,pos,pos
1782065,pos,pos
1040834,pos,pos
1396400,pos,pos
1747872,pos,neg
1782061,pos,neg
1396403,pos,pos
885737,pos,neg
885734,pos,pos
1033743,pos,pos
668467,pos,pos
668460,pos,neg
1344950,pos,pos
1002118,pos,pos
1556275,pos,pos
1287124,pos,pos
655384,pos,pos
824578,pos,pos
1351952,pos,pos
1351957,pos,pos
1702260,pos,pos
1702263,pos,pos
1343639,pos,pos
1351958,pos,pos
1702269,pos,pos
633047,pos,pos
1454429,pos,pos
939982,pos,pos
1404398,pos,pos
1166701,pos,pos
1454425,pos,pos
1454427,pos,pos
1002980,pos,pos
996475,pos,neg
996474,pos,neg
1053074,pos,pos
757067,pos,pos
975243,pos,pos
1189333,pos,pos
748859,pos,pos
1189338,pos,pos
1293308,pos,pos
748850,pos,pos
1222463,pos,pos
774860,pos,pos
1657764,pos,pos
982441,pos,pos
1657766,pos,pos
1524606,pos,neg
904973,pos,pos
1524600,pos,pos
1738822,pos,neg
1139456,pos,pos
1758541,pos,pos
701853,pos,pos
955452,pos,pos
1738826,pos,pos
615175,pos,pos
1760773,pos,neg
1310974,pos,neg
1491340,pos,neg
1834957,pos,pos
814859,pos,pos
1088435,pos,pos
1088439,pos,pos
906596,pos,pos
906593,pos,pos
1783895,pos,pos
1826459,pos,pos
1443285,pos,pos
1039074,pos,pos
882822,pos,pos
1781006,pos,pos
1039070,pos,pos
1637770,neg,pos
1389008,pos,pos
1389009,pos,pos
866136,pos,pos
1064111,pos,pos
1401001,pos,neg
1108301,pos,pos
712506,pos,pos
1030597,pos,pos
1030595,pos,pos
1136030,pos,pos
1022092,pos,pos
1634088,pos,neg
1136038,pos,pos
1634085,neg,pos
1634082,pos,pos
858759,pos,pos
844239,pos,pos
637636,pos,pos
848960,pos,pos
1188812,pos,pos
1176452,pos,pos
954326,pos,pos
844235,pos,pos
954323,pos,pos
1313992,pos,pos
690923,pos,pos
854007,pos,neg
661769,pos,pos
1261646,pos,pos
690921,pos,pos
1314795,pos,pos
1560210,pos,pos
1386304,pos,pos
1358749,pos,pos
1304040,pos,pos
1823664,pos,pos
1304048,pos,neg
1525251,pos,pos
921827,pos,pos
1429061,pos,neg
1820315,pos,pos
1820316,pos,pos
1820317,pos,pos
1185660,pos,pos
696710,pos,pos
1248516,pos,pos
1356473,pos,pos
1356475,pos,pos
921823,pos,pos
1093323,pos,neg
1093326,pos,pos
792366,pos,pos
1358498,pos,pos
1346947,pos,pos
1346940,pos,pos
876817,pos,pos
1685610,pos,pos
1359369,pos,pos
1542948,pos,pos
1542949,pos,pos
1351172,pos,pos
1755886,pos,pos
1351179,pos,pos
691946,pos,pos
1103331,pos,neg
1015655,pos,pos
1416098,pos,pos
1416099,pos,pos
1194800,pos,pos
811434,pos,pos
800955,pos,pos
1395693,pos,pos
1395695,pos,pos
1719038,pos,neg
1295072,pos,pos
1295070,pos,pos
757843,neg,pos
1102684,pos,pos
1014380,pos,pos
1014381,pos,pos
957148,pos,pos
733564,pos,neg
733565,pos,pos
1190655,pos,pos
836113,pos,neg
836115,pos,pos
1190650,pos,pos
956233,pos,pos
1148422,pos,pos
995827,pos,pos
799967,pos,pos
908297,pos,neg
799969,pos,pos
1329106,pos,pos
1666758,pos,pos
754573,pos,pos
1836099,pos,pos
1666755,pos,pos
983866,pos,pos
1333268,pos,pos
991308,pos,pos
991309,pos,pos
1825235,pos,pos
1294678,pos,pos
1825237,pos,pos
997467,pos,pos
1483007,pos,pos
1294677,neg,pos
997461,pos,neg
997460,pos,neg
1304699,pos,pos
1298169,pos,pos
1819295,pos,pos
1223491,pos,pos
1039859,pos,pos
1814666,pos,pos
1814665,pos,pos
1298166,pos,pos
1647761,pos,pos
646876,pos,pos
646873,pos,pos
646872,pos,neg
1389828,pos,pos
1101243,pos,pos
1101244,pos,pos
1389823,pos,pos
1101247,pos,pos
922183,pos,pos
1060146,pos,pos
1742104,pos,pos
1680932,pos,pos
1204533,pos,pos
1521449,pos,pos
809141,pos,pos
1547663,pos,pos
688852,pos,pos
1252247,pos,pos
1397876,pos,pos
694668,pos,neg
1679353,pos,pos
1714300,neg,neg
1393565,pos,pos
958051,pos,pos
1786597,pos,pos
837644,pos,pos
801774,pos,pos
801772,pos,pos
919629,pos,pos
919628,pos,pos
1572759,pos,pos
741888,pos,pos
698549,pos,pos
1572750,pos,pos
698547,pos,pos
1572755,pos,pos
1572756,pos,pos
698543,pos,neg
1747687,pos,neg
1327360,pos,pos
1746151,pos,pos
1746156,pos,pos
1423273,pos,pos
1423277,pos,pos
1423279,pos,pos
1364273,pos,pos
1794612,pos,pos
1664279,pos,pos
1412067,pos,pos
1052988,pos,pos
1087824,pos,pos
1664275,pos,pos
1412065,pos,pos
1664277,pos,pos
1116765,pos,pos
1318702,pos,pos
647058,pos,neg
1739003,pos,pos
647057,pos,neg
695534,pos,pos
695535,pos,pos
647052,pos,pos
864891,pos,pos
695531,pos,pos
1451973,pos,pos
643966,pos,pos
1817924,pos,neg
727666,pos,pos
796872,pos,pos
1405067,pos,pos
1817923,pos,pos
1817922,pos,pos
796879,pos,pos
1541623,pos,pos
1541620,pos,neg
1725931,pos,pos
1597845,pos,pos
1541627,pos,pos
1336269,pos,pos
724316,pos,pos
1401760,pos,pos
693970,pos,neg
946884,pos,pos
1401768,pos,pos
1401769,pos,pos
1701258,pos,pos
903157,pos,pos
903155,pos,pos
918289,pos,pos
689061,pos,neg
918283,pos,pos
903158,pos,pos
903159,pos,pos
1292914,pos,pos
956043,pos,pos
1063158,pos,neg
988677,pos,pos
988941,pos,pos
988946,pos,neg
1063154,pos,pos
950504,pos,pos
1000391,pos,pos
1762143,pos,pos
1421650,pos,pos
1421651,pos,pos
946770,pos,pos
1232419,pos,pos
646186,pos,pos
1165001,pos,neg
726726,pos,pos
638398,pos,pos
646185,pos,pos
1366658,pos,pos
917397,pos,pos
1812154,pos,pos
1178722,pos,pos
917393,pos,pos
1201697,pos,pos
1201695,pos,pos
1178729,pos,pos
1196911,pos,pos
1499643,pos,neg
1826157,pos,neg
1115075,pos,pos
825959,pos,pos
1498511,pos,pos
1479600,pos,pos
1298985,pos,pos
978365,pos,neg
1183851,pos,neg
1688643,pos,neg
1407682,pos,pos
1688647,pos,pos
1597331,pos,pos
1407686,pos,pos
789848,pos,neg
1383563,pos,pos
1074239,pos,pos
1597338,pos,pos
1569980,pos,pos
1569982,pos,neg
1000064,pos,pos
1111517,pos,pos
1000067,pos,neg
958736,pos,pos
1338041,pos,pos
812780,pos,pos
1338044,pos,pos
812787,pos,pos
1338046,pos,pos
1533700,pos,pos
812788,pos,pos
1799259,pos,pos
868183,pos,pos
1696310,pos,pos
813437,pos,pos
697903,pos,neg
1398934,pos,pos
1398932,pos,pos
1398930,pos,pos
988235,neg,pos
825370,pos,pos
1399082,pos,pos
1655147,pos,neg
825378,pos,pos
1164351,pos,pos
942251,pos,pos
910988,pos,pos
1229128,pos,pos
621041,pos,pos
1225818,pos,pos
1050077,pos,pos
1514648,pos,pos
641546,pos,pos
641547,pos,pos
1650539,pos,pos
641543,pos,pos
1650534,pos,pos
1114850,pos,pos
1423874,pos,neg
844505,pos,neg
1277321,pos,pos
1603896,pos,pos
1589790,pos,pos
1035503,pos,pos
1035504,pos,pos
999812,pos,pos
651319,pos,pos
1044970,pos,pos
762870,pos,pos
1654151,pos,pos
1309084,pos,pos
1368143,pos,pos
780216,pos,neg
1343582,pos,pos
1586925,pos,pos
1586921,pos,pos
1508682,pos,pos
1586929,pos,pos
1205562,pos,pos
1826452,pos,neg
797917,pos,pos
1719774,pos,pos
1719772,pos,pos
797913,pos,neg
1719770,pos,pos
647864,pos,pos
947022,pos,pos
647860,pos,neg
1002337,neg,pos
949344,pos,pos
791429,pos,pos
1650396,pos,pos
791426,pos,pos
791425,pos,pos
644429,pos,pos
836258,pos,pos
791420,pos,pos
1645869,pos,pos
1844872,pos,pos
1139612,pos,neg
667707,pos,pos
667709,pos,pos
975411,pos,pos
1697544,pos,pos
1475440,pos,pos
956601,pos,pos
906800,pos,pos
1360162,pos,pos
1480005,pos,pos
944048,pos,pos
1748667,pos,pos
1137726,pos,pos
621407,pos,pos
618307,pos,pos
1531336,pos,pos
1294536,pos,pos
1674054,pos,pos
663280,pos,pos
663283,neg,pos
1173399,pos,pos
706442,pos,pos
1109079,pos,pos
1454974,pos,pos
1342388,pos,pos
1689158,pos,pos
1109072,pos,pos
1109076,pos,pos
1342380,pos,pos
1134193,pos,pos
619651,pos,pos
654240,pos,pos
1767258,pos,pos
988835,pos,pos
1674581,pos,pos
665171,pos,pos
1767256,pos,pos
1731050,pos,pos
998951,pos,pos
1006051,pos,pos
882430,pos,pos
875894,pos,neg
871571,pos,pos
871576,pos,pos
1751077,pos,pos
871574,pos,pos
1779937,pos,pos
1463794,neg,pos
948963,pos,pos
1275214,pos,pos
1763954,pos,pos
1618693,pos,pos
864751,pos,pos
637838,pos,pos
637830,pos,pos
959676,pos,pos
1394759,pos,pos
966957,pos,pos
945312,pos,pos
774519,pos,pos
1455153,pos,neg
1787977,pos,pos
1102779,pos,pos
1560059,pos,pos
1005882,pos,pos
1799616,pos,pos
694537,pos,pos
1557499,pos,pos
735606,pos,pos
1042975,pos,pos
1463864,pos,pos
930481,pos,pos
930486,pos,pos
976446,pos,pos
976447,neg,neg
1194636,pos,pos
1020923,pos,pos
1138986,pos,pos
1181315,pos,pos
1138988,pos,pos
1461429,pos,pos
1469235,pos,pos
1136131,pos,pos
970139,pos,pos
1074504,pos,pos
1841516,pos,pos
1841515,pos,pos
1841514,pos,pos
970133,pos,pos
1420240,neg,pos
970135,pos,pos
729099,pos,neg
1417366,pos,pos
1782050,pos,pos
729090,pos,pos
705499,pos,neg
729095,pos,pos
729097,neg,pos
1546671,pos,pos
1142951,pos,pos
1580142,pos,pos
1147073,pos,pos
1445580,pos,pos
1146304,pos,pos
1100169,pos,pos
1638405,pos,pos
1319759,pos,pos
631290,pos,pos
1454205,pos,pos
1522333,pos,pos
1450918,pos,pos
1659253,pos,pos
1659250,pos,pos
1450911,pos,pos
1491384,pos,pos
764340,pos,pos
1061768,pos,neg
1643712,pos,pos
1643716,pos,pos
776910,pos,pos
731613,pos,pos
1416705,pos,pos
1403689,pos,pos
579686,pos,pos
1416701,pos,pos
731618,pos,pos
1403681,pos,pos
1416709,pos,pos
1567054,pos,pos
1567056,pos,pos
704532,pos,neg
1329741,neg,pos
639597,pos,pos
842510,pos,pos
1329742,pos,pos
842516,pos,pos
1567058,pos,pos
634763,pos,pos
1831507,pos,pos
734260,neg,pos
764692,pos,pos
764693,pos,pos
1522483,pos,pos
833616,pos,pos
1231802,pos,neg
1036204,pos,pos
740577,pos,pos
1045592,pos,pos
949376,pos,pos
1563774,pos,pos
1623375,neg,pos
1623377,pos,neg
878567,pos,pos
835725,pos,pos
1607903,pos,pos
694676,pos,pos
1444069,pos,pos
1185545,pos,pos
669675,pos,neg
1444064,pos,pos
1141821,pos,neg
1141824,pos,pos
1444062,pos,pos
649934,pos,neg
1557715,neg,pos
874445,pos,pos
1710482,pos,pos
1732770,pos,pos
1732771,pos,pos
1732772,pos,pos
1790309,pos,pos
875798,pos,pos
1430684,pos,pos
1737728,pos,pos
998172,pos,pos
1091651,pos,pos
1096682,pos,pos
875790,pos,pos
1671348,pos,pos
998178,pos,pos
717853,pos,pos
632210,pos,pos
1073395,pos,pos
1073392,pos,neg
1073393,pos,pos
997882,pos,pos
670491,pos,neg
1097484,pos,pos
862993,pos,neg
1838707,pos,pos
1097480,pos,pos
1097481,pos,pos
670498,pos,pos
670499,neg,pos
1142556,pos,pos
1698721,pos,pos
805879,pos,neg
1414707,pos,pos
1072625,pos,pos
1526305,pos,neg
1072623,pos,pos
1072622,pos,pos
1499614,pos,pos
685510,pos,pos
1009713,pos,pos
1206579,pos,pos
1286482,pos,pos
644301,pos,neg
1387056,pos,pos
1746311,pos,pos
1746313,pos,pos
799415,pos,pos
1104980,pos,pos
1104981,pos,pos
1206574,pos,pos
913992,pos,neg
645131,pos,pos
645137,pos,pos
645136,pos,neg
645135,pos,pos
645134,pos,pos
1768437,pos,pos
733021,pos,pos
1315929,pos,pos
1315920,pos,pos
665395,pos,pos
894717,pos,pos
1129184,pos,pos
1129187,pos,pos
1344240,pos,pos
773981,pos,pos
1843806,pos,pos
659145,pos,neg
930687,pos,pos
877056,pos,pos
1449934,pos,pos
985721,pos,pos
949726,pos,pos
1079090,pos,pos
1287689,pos,pos
1346367,pos,pos
1079094,pos,pos
1020114,pos,neg
1182595,pos,neg
1079098,pos,pos
850181,pos,pos
1539215,pos,pos
1096355,pos,pos
1737895,pos,pos
1096351,pos,pos
1737891,pos,pos
1287177,pos,pos
1737899,pos,pos
1390635,pos,pos
1390634,pos,pos
1764227,pos,pos
1390636,pos,pos
1764221,pos,pos
1816898,pos,pos
1350300,pos,pos
1390638,pos,pos
675679,pos,pos
797676,pos,pos
1527940,pos,pos
698832,pos,pos
608731,pos,pos
608737,pos,pos
1735494,pos,pos
1735495,pos,pos
1735498,pos,pos
644661,pos,neg
644663,pos,neg
644664,pos,neg
1349306,pos,pos
1400568,neg,pos
967272,pos,pos
1400564,pos,pos
734036,pos,pos
1063317,pos,pos
715369,pos,pos
1401219,pos,pos
1401214,pos,pos
1401210,pos,pos
731773,pos,neg
1389275,pos,pos
798459,pos,pos
1351962,pos,pos
1349010,pos,pos
1349016,pos,pos
1381043,pos,pos
1561048,pos,pos
1621041,pos,pos
1621042,pos,pos
845359,pos,pos
1188858,pos,pos
1836271,pos,pos
987477,pos,pos
1324212,pos,pos
845353,pos,neg
845356,pos,pos
847265,pos,pos
847268,pos,pos
1828629,pos,pos
893056,pos,neg
896661,pos,neg
797887,pos,pos
851321,pos,pos
842478,pos,pos
1051837,pos,pos
1144045,neg,pos
1101857,pos,pos
1352612,pos,pos
1144041,pos,pos
866127,pos,neg
607288,pos,neg
1150938,pos,pos
1629395,pos,pos
941585,pos,pos
795294,pos,pos
861475,pos,pos
1150934,pos,pos
953290,pos,neg
1626712,pos,pos
1108532,pos,pos
953295,pos,pos
1744208,pos,pos
697942,pos,pos
795297,neg,neg
1292647,pos,pos
1292646,neg,pos
1292648,pos,pos
1064041,pos,pos
996428,pos,pos
866691,pos,pos
881169,pos,pos
1194102,pos,pos
941583,pos,pos
852741,pos,pos
1349904,pos,neg
852745,pos,pos
1349909,pos,pos
712390,pos,pos
712391,pos,neg
956916,pos,pos
696693,pos,pos
758329,pos,pos
758328,pos,pos
1054565,pos,pos
758325,pos,pos
1518446,pos,neg
1821749,pos,neg
1821744,pos,pos
1821746,pos,pos
941581,pos,pos
1611229,pos,pos
1651931,pos,pos
1368177,pos,pos
915986,pos,pos
915987,pos,pos
1672083,pos,pos
915980,pos,pos
798497,pos,pos
780055,pos,pos
915988,pos,pos
1058903,pos,neg
755894,pos,pos
891970,pos,pos
841888,pos,pos
1509559,pos,pos
1102762,pos,pos
1395718,pos,pos
1437142,pos,pos
710825,pos,pos
739440,pos,pos
1808309,pos,pos
1201799,pos,pos
739449,pos,pos
1588768,pos,pos
1646609,pos,pos
836093,pos,pos
1588764,pos,pos
1114913,pos,pos
942986,pos,pos
1588761,pos,pos
942985,pos,pos
1143327,pos,pos
1419238,pos,pos
1143323,pos,pos
795754,pos,neg
795751,pos,pos
795750,pos,pos
1419235,pos,pos
742729,pos,pos
854741,pos,pos
1301432,pos,pos
1813708,pos,pos
807581,pos,pos
626693,pos,pos
1813706,pos,pos
1530153,pos,pos
795283,pos,pos
1530159,pos,neg
1294734,pos,pos
1120270,pos,neg
1422461,pos,neg
1079743,pos,pos
1053931,pos,pos
1354816,pos,pos
1776799,pos,pos
663734,pos,pos
796574,pos,pos
663736,pos,neg
663739,pos,pos
663738,pos,pos
1159980,pos,pos
1547587,pos,pos
806876,pos,pos
694580,pos,pos
1547580,pos,pos
694582,pos,pos
806870,pos,neg
1409400,pos,pos
958153,pos,pos
1409407,pos,pos
632084,pos,pos
1125986,pos,pos
1125983,pos,pos
1125982,pos,pos
901059,pos,pos
1204706,pos,pos
621645,pos,pos
1201956,neg,pos
1201951,pos,neg
797662,pos,pos
797660,pos,pos
878629,pos,pos
901053,pos,pos
1201959,pos,neg
1158586,pos,pos
1664029,pos,pos
1431273,pos,pos
1725877,pos,pos
1148010,pos,pos
1148011,pos,pos
1148017,pos,pos
1809472,pos,pos
1206630,pos,pos
979974,pos,pos
685650,pos,pos
1647262,pos,pos
1714117,pos,pos
878627,pos,pos
1423337,neg,pos
1748928,neg,pos
1748929,pos,pos
1748924,pos,pos
1748926,neg,pos
1297285,pos,pos
837052,pos,neg
1062162,pos,pos
626347,pos,pos
1076197,pos,neg
757882,pos,pos
949776,pos,pos
1407965,pos,pos
1400607,pos,neg
1333064,pos,pos
1147109,pos,pos
666921,pos,pos
1385594,pos,pos
1748697,pos,neg
1789167,pos,neg
1490964,pos,pos
1372108,pos,pos
1490961,pos,pos
662061,pos,pos
1580306,pos,pos
1597074,pos,pos
666925,pos,neg
1209239,pos,pos
1111654,pos,pos
1613331,pos,pos
1669267,pos,pos
1669266,pos,pos
1665777,pos,neg
1665773,pos,pos
1115131,pos,pos
1665770,pos,pos
834650,pos,pos
1116537,pos,pos
1424020,pos,pos
1790386,pos,pos
721056,pos,pos
721051,pos,pos
1398380,pos,pos
1110569,pos,pos
1110567,pos,pos
1000309,pos,pos
1192695,pos,pos
647244,pos,neg
1192693,pos,pos
1536241,pos,pos
1491376,pos,pos
918326,pos,pos
725740,pos,pos
1084206,pos,pos
869136,pos,pos
869134,pos,pos
1202962,pos,pos
1308962,pos,pos
1798401,pos,pos
1724838,pos,pos
1803351,pos,pos
933893,pos,pos
1149825,pos,pos
787417,pos,pos
787416,pos,pos
1677204,pos,pos
916474,pos,neg
916473,pos,pos
1724837,neg,neg
949958,pos,pos
794740,pos,pos
1012803,pos,pos
995733,pos,pos
638219,pos,pos
949951,pos,pos
1641553,pos,pos
627906,pos,pos
1271791,pos,neg
1575016,pos,pos
1282929,pos,pos
667388,pos,pos
1575019,neg,pos
1230991,pos,pos
1344937,pos,pos
968897,pos,pos
1558654,pos,pos
1194669,pos,pos
1043947,pos,pos
1043944,pos,pos
1232624,pos,pos
1174390,pos,pos
835525,pos,pos
835520,pos,pos
835523,pos,pos
629073,pos,pos
1418487,pos,pos
696932,pos,neg
1345729,pos,pos
1132362,pos,pos
653438,pos,pos
839608,pos,pos
896347,pos,pos
839600,pos,pos
696937,pos,pos
1193125,pos,pos
1569863,pos,pos
896348,pos,pos
1083894,pos,pos
1083890,pos,pos
1427827,pos,neg
1576096,pos,pos
696934,pos,pos
1576093,pos,pos
1778326,pos,pos
1018564,pos,pos
1663326,pos,pos
1473496,pos,pos
1473495,pos,pos
878998,pos,pos
1663320,pos,pos
1663321,pos,pos
1306523,pos,pos
1549271,pos,pos
1306529,pos,pos
1549270,pos,pos
1492489,pos,pos
1172948,pos,pos
1203940,pos,pos
785923,pos,pos
1172940,pos,pos
1375574,pos,pos
1172945,pos,pos
1509614,pos,pos
1272173,pos,pos
1642331,pos,pos
618400,pos,pos
618402,pos,pos
618406,pos,pos
632337,pos,pos
1055119,pos,pos
732713,pos,pos
1412917,pos,neg
1683482,pos,pos
1001721,pos,pos
1412911,pos,pos
926402,pos,pos
1331359,pos,pos
1012167,pos,pos
1331355,pos,pos
688215,pos,pos
1101752,pos,pos
688217,pos,pos
688216,pos,pos
741131,pos,pos
688212,pos,pos
1045511,pos,pos
1387529,pos,pos
1387528,pos,pos
1077651,pos,pos
742443,pos,pos
1012161,pos,pos
686326,pos,pos
1577322,pos,pos
577948,pos,pos
577943,pos,pos
875222,pos,neg
1605079,pos,pos
1028108,pos,pos
875224,pos,pos
932383,pos,pos
1657553,pos,pos
702629,pos,neg
1605074,pos,pos
668834,pos,pos
889884,pos,pos
837932,pos,pos
1636532,pos,pos
889881,pos,pos
889880,pos,pos
1390434,pos,pos
837938,pos,pos
1466177,pos,pos
1183991,pos,pos
907705,pos,pos
1424848,pos,pos
1172230,pos,pos
670803,pos,pos
1838857,pos,pos
1600755,pos,pos
700170,pos,pos
999969,pos,pos
1069085,pos,pos
1795960,pos,pos
1795961,pos,pos
1149002,pos,pos
1745312,pos,pos
860373,pos,neg
1745318,pos,pos
766844,pos,pos
1353103,pos,pos
1353101,pos,pos
1353106,pos,pos
766848,pos,pos
1087799,pos,pos
1411756,pos,pos
1045456,pos,pos
1489717,pos,pos
1489712,pos,pos
1043122,pos,pos
1460637,pos,pos
987077,pos,pos
786527,pos,pos
1181871,pos,pos
656455,pos,pos
656459,pos,pos
1469913,pos,pos
1814765,pos,pos
1673936,pos,pos
664865,pos,neg
977922,pos,pos
1513103,pos,pos
1144207,pos,pos
664861,pos,pos
1144209,pos,pos
1140184,pos,pos
697406,pos,pos
1517484,pos,pos
1026233,pos,pos
1517486,pos,pos
1140188,pos,pos
1584521,pos,pos
829838,pos,pos
1744049,neg,pos
1154234,pos,pos
1455057,pos,pos
1455054,pos,pos
829836,pos,pos
1744041,pos,pos
1797376,pos,pos
1736933,pos,pos
1303728,pos,pos
1602270,pos,pos
1526565,pos,pos
765305,pos,pos
1526563,pos,pos
765307,pos,pos
1549409,pos,pos
1800927,pos,pos
1211050,pos,pos
1211054,pos,pos
730370,pos,pos
1517159,pos,pos
1105627,pos,pos
1202844,pos,pos
1202845,pos,pos
858703,pos,pos
1138829,pos,pos
1033948,pos,pos
1486130,pos,neg
760875,pos,pos
1099981,neg,pos
760871,pos,pos
925568,neg,pos
938064,pos,pos
1651767,pos,pos
1219196,pos,pos
1567931,pos,pos
1845172,pos,pos
1845174,pos,pos
1412589,pos,pos
1008141,pos,pos
1008147,pos,pos
733344,pos,neg
834353,pos,neg
1052058,pos,pos
1319496,pos,pos
1580315,pos,pos
1319498,pos,neg
665023,pos,pos
1302897,pos,pos
1302891,pos,pos
834660,pos,pos
880748,pos,pos
1550250,pos,pos
1184511,pos,pos
1036135,pos,pos
1036134,pos,pos
1036133,pos,pos
1526278,pos,pos
943414,pos,pos
1487266,pos,pos
1143520,pos,pos
1143527,pos,pos
1143526,pos,pos
1143528,pos,pos
1454017,pos,pos
1527775,pos,pos
1217042,pos,pos
1527777,pos,pos
764557,pos,pos
1395267,pos,pos
1450704,pos,pos
1404850,pos,pos
878154,pos,pos
763014,pos,neg
763013,pos,pos
763012,pos,pos
763010,pos,pos
1747767,pos,pos
1454153,pos,pos
732268,pos,pos
874635,pos,pos
1299460,pos,pos
952940,pos,pos
1403498,pos,neg
1733411,pos,pos
668194,pos,pos
1529642,pos,pos
668191,pos,neg
533223,pos,pos
1320673,pos,pos
1601766,pos,pos
1609336,pos,neg
754921,pos,pos
